"Year","AUS","AUT","BEL","BGR","BLR","CAN","CHE","CYP","CZE","DEU","DNK","ESP","EST","FIN","FRA","GBR","GRC","HRV","HUN","IRL","ISL","ITA","JPN","KAZ","LIE","LTU","LUX","LVA","MCO","MLT","NLD","NOR","POL","PRT","ROU","RUS","SVK","SVN","SWE","TUR","UKR","USA","CHN","AFG","ARG","ARM","AZE","BGD","BRA","CHL","JAM","KOR","KSV","LBN","MDA","PRY","RWA","SAU","TGO","THA","TUN","TWN","UZB","KHM","FJI","GHA","MRT","SLE","CIV","BRN","TUV","PNG","GIN","AND","SGP","REU","GLP","GUF","MTQ","MYT"
1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54564.807059,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51903.362900,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53349.462549,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58108.339600,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55348.658220,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55157.811952,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57425.113371,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60416.914296,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63473.865601,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63990.975418,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66447,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64566,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67883,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68608,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67122.626124,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68248.166210,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70196.489424,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70952.905404,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70740.064203,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58548.932829,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62213.708343,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65305.905997,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68451.986789,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69075.813182,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63273.995732,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61429.810399,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54661.867439,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58503.343539,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63261.086061,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60941.343539,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,,,,,,,,,,,,,,,,,,,3069.549000,,,,,,,,,,,,,,,,,,,951.230000,,,,63143.154828,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,,,,,,,,,,,,,,,,,,,3352.126000,,,,,,,,,,,,,,,,,,,897.692308,,,,63377.912158,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,,,,4535.243000,,,,,,,,,,,,,,,3250.463000,,,,,,,,,,,,,,13387,,,,,988.461538,,,,63901.196467,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,,,,4232.706000,,,,,,,,,,,,,,,3320.680000,,,,,,,,,,,,,,13738,,10571,,,903.846154,,,,63932.292363,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,6205.437000,3693.539000,5292.099000,3986.624000,1904.600000,10510,4808.159000,1248.670000,4726,28862.770000,1406.212000,23211.731000,790.300000,1469.822000,20854,13199,10645.128000,2062.425000,3210.357000,1610.261047,96.985000,29785.592000,76252.615839,1929,0,3057.510000,1048,668.500000,0,0,770,1244.068000,10309,6127.751000,8379,65830,2835.750000,891.067000,2348,20252,17455.700000,64355,157000,107.520000,,630.300000,,,,1289.874500,,,,,1801.300000,273.786200,,,,12430.578506,,17478,5072.407698,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,5712.056000,3635.462000,5386.500000,2354.096000,1830.700000,8600,4189.041000,1176.251000,4368,25926.700000,1811.958000,22118.675000,772.700000,1145.747000,19803,10845,10561.789000,1337.120000,2067.334000,1424.375203,90.247900,29496.548000,79495.015791,1528,0,2855,1001.637000,617.600000,0,0,922,1147.468000,10235,6311.348000,6037,62458.700000,2010,789.328000,2099,23153,16559.200000,62918,188194.450000,107.520000,,656.700000,,,,1512.776900,,34999,,,1666.600000,261.200730,,,,11522.689055,,18325,5017.105263,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,5263.847000,3820.397000,5741.686000,2041.098000,1755.600000,8660,3926.573000,1282.040000,4653,27252.830000,2089.393000,19732.165000,516.900000,953,17815,9872,10831.271000,1566.301000,1591.345000,1371.331200,84.830000,30878,82093.927185,1328.700000,0,1366.490000,1013.452000,278,0,0,831,1260.218000,10469,6050.112000,5488,50818.900000,2530.500000,728.934000,2007,25489,16084.600000,63411,227466.360000,107.520000,,164.900000,,,,1661.322700,,38999,,,879.300000,423.535160,,,,15821.751998,,19861,4896.641791,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
