"source","scenario (PRIMAP)","provenance","area (ISO3)","entity","unit","category (IPCC2006)","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"Andrew_Cement","231016","measured","BHR","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.04,65.23,61.76,62.13,90.45,91.82,91.13,79.18,76.58,68.08,90.32,60.78,34.4,33.72,24.88,47.01,142.4,139.4,141.2,144.8,156.8,251.7,430.2,460.0,469.5,452.8,454.0,366.7,485.5,520.4,408.6,234.0,213.0,213.0,213.0
"Andrew_Cement","231016","measured","BHS","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,338.0,403.4,410.7,410.7,487.0,472.5,392.5,189.0,133.3,35.73,159.4,214.2,222.8,13.8,30.77,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Andrew_Cement","231016","measured","BIH","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8.82,0.0,0.0,9.703,7.261,7.109,7.314,8.606,7.025,6.692,7.518,6.951,0.0,"","",54.86,0.0,1.372,6.156,13.11,12.57,13.58,13.61,12.97,14.52,14.57,15.66,17.52,17.28,22.34,22.3,25.19,27.41,26.63,28.89,32.91,35.36,37.24,39.92,43.15,50.88,54.85,61.12,67.34,77.92,94.26,96.65,100.3,109.3,116.4,130.4,137.4,140.9,129.9,133.3,126.4,119.1,113.7,115.4,112.6,111.2,105.8,98.28,101.0,61.27,60.69,97.77,89.67,58.93,77.8,115.5,114.4,236.9,262.9,337.3,325.0,385.1,367.7,448.0,473.4,521.1,385.1,359.8,337.3,315.0,337.3,321.3,309.0,321.7,348.0,380.6,365.3,430.7,419.6,419.6
"Andrew_Cement","231016","measured","BLR","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",21.11,26.11,33.78,36.16,38.11,29.89,38.99,49.52,64.87,60.51,63.19,63.2,64.43,64.52,"","","",20.14,38.03,53.83,74.12,89.93,118.3,139.7,159.2,180.4,214.9,254.8,282.1,328.3,378.9,441.8,519.2,580.9,655.6,698.7,744.5,831.1,919.6,975.6,1009.0,1036.0,1101.0,1144.0,1173.0,1214.0,1258.0,1314.0,1301.0,1294.0,1256.0,1182.0,1167.0,1160.0,1103.0,1116.0,1106.0,1084.0,1091.0,1079.0,1064.0,1040.0,984.9,946.8,908.2,854.0,629.7,562.6,637.1,825.4,913.8,885.2,861.9,822.2,981.6,1164.0,1301.0,1466.0,1572.0,1617.0,1808.0,1874.0,1970.0,1966.0,2189.0,2370.0,2653.0,2269.0,2206.0,2227.0,2163.0,2276.0,2302.0,2239.0,2239.0
"Andrew_Cement","231016","measured","BLZ","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Andrew_Cement","231016","measured","BMU","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Andrew_Cement","231016","measured","BOL","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,13.84,3.634,3.634,3.894,10.9,0.0,10.9,10.9,11.21,10.9,14.54,14.54,14.88,18.17,18.5,21.53,18.04,18.17,18.17,18.17,14.54,18.17,14.59,10.86,14.48,14.54,18.17,21.81,25.44,28.99,32.63,29.07,32.71,29.07,36.4,39.92,58.15,61.71,72.69,83.59,101.8,130.7,108.3,129.4,125.0,120.9,141.1,179.1,153.4,156.1,134.6,178.3,136.3,182.9,208.7,230.9,253.3,265.3,293.4,323.8,350.0,402.1,405.6,471.4,524.3,539.5,481.0,436.3,444.0,494.8,549.0,612.7,691.5,721.6,803.0,910.6,953.3,1043.0,1060.0,1199.0,1316.0,1368.0,1420.0,1424.0,1482.0,1538.0,1265.0,1422.0,1533.0
"Andrew_Cement","231016","measured","BRA","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",43.61,47.25,43.58,83.59,72.69,109.0,159.9,181.6,239.7,283.5,305.5,345.5,367.1,378.0,370.5,370.5,399.8,381.6,406.8,450.7,548.8,632.1,686.9,719.6,799.4,1003.0,1236.0,1370.0,1617.0,1679.0,1872.0,1897.0,2210.0,2321.0,2489.0,2534.0,2740.0,2726.0,2922.0,3085.0,3493.0,3741.0,4288.0,4669.0,5422.0,6382.0,7107.0,7973.0,9121.0,10060.0,11440.0,12010.0,12800.0,12640.0,12240.0,9803.0,8737.0,9281.0,11120.0,11300.0,11130.0,11140.0,11060.0,11780.0,9770.0,10160.0,10090.0,11530.0,13880.0,15270.0,16180.0,16440.0,16050.0,15230.0,14390.0,13100.0,13270.0,14350.0,15440.0,17200.0,18880.0,19030.0,21290.0,22840.0,25000.0,26650.0,26910.0,25080.0,22420.0,20220.0,20490.0,21050.0,23370.0,24490.0,23620.0
"Andrew_Cement","231016","measured","BRB","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","","","",0.0,"","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.18,109.2,98.34,101.6,91.08,105.7,99.12,99.13,86.75,30.74,38.68,37.2,53.07,85.82,128.5,125.5,133.0,124.0,148.0,153.0,152.0,154.0,152.0,150.0,143.0,113.0,101.0,98.35,77.62,70.57,70.57,70.57,70.57,105.9,105.9,105.9,79.39,105.9,105.9
"Andrew_Cement","231016","measured","BRN","CO2","CO2 * kt / year","2.A.1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Andrew_Cement","231016","measured","BTN","CO2","CO2 * kt / year","2.A.1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,29.7,57.44,57.44,57.45,57.46,57.47,57.47,57.48,57.49,57.5,57.51,53.55,59.5,69.43,79.36,79.37,74.42,74.43,74.44,79.41,79.42,79.43,84.41,84.42,89.4,89.41,89.42,89.43,99.38,270.4,259.0,283.4,343.1,393.3,467.5,443.8,491.1,462.0,322.5,438.0,438.0
"Andrew_Cement","231016","measured","BWA","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","","","","","","","","","","","","","","","","","","",96.28,100.3,5.737,5.735,5.839,5.812,5.812,5.812,5.812,0.3875,0.0,0.0,0.0,0.0
"Andrew_Cement","231016","measured","CAF","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Andrew_Cement","231016","measured","CAN","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",868.6,963.0,926.7,799.5,363.4,189.0,272.6,272.6,388.9,483.4,432.5,450.7,592.4,657.8,716.0,574.2,563.3,665.1,908.5,937.6,1108.0,1250.0,1312.0,1334.0,1454.0,1744.0,1759.0,1973.0,2253.0,2711.0,2758.0,2817.0,2595.0,2784.0,3086.0,3144.0,3547.0,3747.0,4001.0,3583.0,3660.0,3700.0,3562.0,4068.0,4477.0,4995.0,5135.0,4933.0,4767.0,4776.0,5113.0,5833.0,5208.0,5034.0,4182.0,3906.0,4276.0,5063.0,5270.0,6259.0,5986.0,6263.0,5823.0,4771.0,4804.0,4893.0,5769.0,6529.0,6185.0,6657.0,6828.0,7118.0,7232.0,6983.0,7148.0,7248.0,7520.0,7614.0,7728.0,7731.0,6988.0,5364.0,6005.0,6020.0,6532.0,5973.0,5912.0,6185.0,6114.0,6863.0,6990.0,7195.0,6713.0,7380.0,7380.0
"Andrew_Cement","231016","measured","CHE","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",312.5,341.6,389.0,421.6,396.1,0.0,0.0,0.0,250.8,0.0,319.8,0.0,319.8,352.3,217.9,181.8,210.8,203.5,341.6,472.5,505.2,483.4,534.4,650.7,683.0,781.4,897.4,1047.0,1178.0,1239.0,1079.0,1327.0,1501.0,1781.0,1843.0,1770.0,2137.0,1995.0,2137.0,2065.0,2137.0,2242.0,2370.0,2581.0,2824.0,2847.0,2596.0,1862.0,1753.0,1804.0,1829.0,1946.0,2103.0,2150.0,2030.0,2027.0,2071.0,2108.0,2173.0,2287.0,2458.0,2706.0,2581.0,2248.0,2108.0,1913.0,2110.0,1989.0,1791.0,1607.0,1607.0,1606.0,1725.0,1758.0,1691.0,1654.0,1752.0,1847.0,1853.0,1885.0,1858.0,1848.0,1955.0,1925.0,1808.0,1833.0,1880.0,1715.0,1769.0,1760.0,1738.0,1732.0,1679.0,1732.0,1732.0
"Andrew_Cement","231016","measured","CHL","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",54.57,72.62,79.88,50.88,54.51,69.05,101.7,141.6,123.5,156.3,181.7,167.2,189.0,178.1,181.6,185.3,178.1,203.5,287.1,298.0,265.5,243.5,254.4,345.3,403.4,378.0,381.6,396.1,381.7,359.8,359.8,414.3,414.3,436.1,505.3,577.9,625.1,585.1,675.8,610.4,610.7,708.7,1010.0,664.1,659.1,643.4,654.9,457.0,425.5,487.0,498.9,561.9,642.6,740.1,440.5,478.1,519.0,517.5,507.6,550.7,633.2,657.7,676.0,715.0,871.3,1005.0,1119.0,991.8,961.2,945.9,1131.0,950.8,1010.0,1013.0,1079.0,1113.0,1194.0,1152.0,1236.0,1316.0,1307.0,1081.0,1046.0,1080.0,1128.0,1086.0,1022.0,1033.0,1120.0,914.9,730.4,840.5,879.7,976.3,976.3
"Andrew_Cement","231016","measured","CHN","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",39.78,76.51,73.45,97.93,79.57,113.2,97.93,156.1,428.5,437.7,9.181,223.4,272.4,495.8,654.9,639.6,489.7,18.36,85.69,174.4,82.64,274.7,586.9,1036.0,1203.0,1615.0,1915.0,1873.0,2660.0,2855.0,3871.0,5107.0,6514.0,2585.0,2497.0,3355.0,5032.0,6801.0,8387.0,6085.0,5253.0,7613.0,10720.0,13120.0,14720.0,15460.0,15340.0,19100.0,19250.0,22910.0,26810.0,30320.0,32710.0,33900.0,38870.0,44130.0,50070.0,59300.0,67360.0,75430.0,84960.0,84890.0,84510.0,101300.0,122400.0,142800.0,164400.0,184600.0,192900.0,202900.0,211400.0,228300.0,244400.0,270800.0,282700.0,353700.0,368400.0,411600.0,470100.0,515000.0,525900.0,583600.0,639600.0,708600.0,714800.0,748300.0,778600.0,722000.0,743000.0,758200.0,786700.0,826900.0,858200.0,852000.0,763400.0
"Andrew_Cement","231016","measured","CIV","CO2","CO2 * kt / year","2.A.1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Andrew_Cement","231016","measured","CMR","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,3.634,7.269,3.583,3.587,3.634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.54,69.05,83.59,94.11,105.4,116.3,147.3,174.1,168.5,232.5,236.6,237.2,241.0,274.4,0.0,0.0,0.0,0.0,244.5,256.9,256.2,213.6,253.8,253.4,195.4,224.9,124.1,251.8,300.1,344.2,359.8,394.6,375.8,379.1,410.8,396.3,392.6,445.3,384.6,423.6,385.6,438.3,487.5,544.9,503.7,658.7,906.7,992.0,1097.0,1077.0,1333.0,1744.0,1744.0
"Andrew_Cement","231016","measured","COD","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",21.81,29.07,32.71,21.81,7.269,3.634,3.634,3.634,3.634,3.769,7.496,17.44,11.45,21.81,32.71,32.71,43.61,37.13,39.98,57.5,61.78,72.69,87.22,101.8,119.7,123.4,170.8,199.9,225.3,229.0,192.4,170.8,98.13,68.94,98.13,120.1,112.9,123.4,130.8,145.4,145.4,159.9,207.2,225.3,236.2,265.3,308.9,308.9,319.8,238.0,224.7,211.7,205.7,227.0,247.7,231.4,238.3,193.6,191.0,210.5,207.7,189.7,189.3,102.5,71.22,60.89,67.73,95.74,98.04,50.77,54.34,64.38,68.33,80.94,106.3,132.2,160.1,206.6,203.8,205.3,158.1,177.2,189.0,175.2,157.9,174.0,127.9,154.6,98.04,348.7,453.0,535.9,497.9,604.5,604.5
"Andrew_Cement","231016","measured","COG","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.14,23.72,16.73,6.612,0.0,25.72,25.46,15.71,31.01,52.01,36.95,42.22,47.07,46.59,35.5,39.11,20.34,8.123,0.0,0.0,8.086,0.0,0.0,0.0,0.0,39.63,39.26,38.72,40.39,42.36,30.85,26.77,57.35,97.31,178.2,271.2,368.1,406.9,271.2,282.9,232.5,310.0,310.0
"Andrew_Cement","231016","measured","COK","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Andrew_Cement","231016","measured","COL","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.34,36.34,50.81,61.7,69.05,83.59,94.49,105.4,101.8,127.3,138.0,149.1,163.5,170.8,181.7,236.2,279.8,319.7,345.3,432.5,476.1,516.1,603.5,606.9,606.9,672.2,723.2,788.6,861.3,908.4,970.2,1014.0,1025.0,1043.0,1170.0,1181.0,1381.0,1398.0,1490.0,1563.0,1682.0,1481.0,1721.0,1561.0,1956.0,1992.0,2024.0,2058.0,2308.0,2153.0,2392.0,2430.0,2687.0,2650.0,2986.0,2911.0,2722.0,2720.0,2889.0,3318.0,3920.0,3896.0,3730.0,3850.0,3815.0,2879.0,3241.0,3115.0,3105.0,3376.0,3442.0,4125.0,4117.0,4541.0,4439.0,3930.0,4039.0,4588.0,5051.0,4790.0,5277.0,5551.0,5317.0,5233.0,5301.0,5537.0,5041.0,5870.0,6218.0
"Andrew_Cement","231016","measured","COM","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Andrew_Cement","231016","measured","CPV","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.634,3.634,3.634,3.634,3.634,7.269,7.269,0.0,0.0,3.634,7.269,7.269,3.634,3.634,7.269,0.0,0.0,0.0,0.0,7.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Andrew_Cement","231016","measured","CRI","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.54,58.15,58.15,54.51,65.42,79.95,90.86,105.4,130.8,134.5,145.4,163.5,176.6,196.5,237.3,252.8,261.1,217.3,198.3,176.2,214.9,216.3,247.2,258.0,245.9,266.0,267.6,301.8,301.4,369.8,403.7,371.0,355.5,402.1,463.6,469.4,447.5,507.7,503.9,471.0,620.5,821.1,569.1,922.2,834.2,830.1,501.7,547.1,544.0,567.3,581.5,620.3,473.0,528.8,519.5,473.0,376.8,378.0,378.0
"Andrew_Cement","231016","measured","CUB","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",76.32,83.59,83.59,87.22,109.0,130.8,138.1,141.7,152.6,156.2,189.0,207.0,199.9,207.2,214.4,294.4,319.8,352.5,308.9,196.3,428.7,385.2,399.8,399.8,396.1,396.1,0.0,385.2,385.2,367.1,371.0,727.8,743.0,900.4,1032.0,1241.0,1319.0,1349.0,1299.0,1410.0,1642.0,1577.0,1611.0,1671.0,1592.0,1652.0,1770.0,1787.0,1574.0,1505.0,855.4,540.1,517.2,570.9,726.7,718.8,941.8,855.4,892.9,808.9,799.0,982.2,924.9,939.9,1066.0,1137.0,1164.0,1079.0,1023.0,927.1,939.9,954.0,921.4,712.9,669.5,672.0,644.1,715.7,633.3,456.9,367.7,367.7
"Andrew_Cement","231016","measured","CUW","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Andrew_Cement","231016","measured","CYP","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,18.17,32.71,39.79,39.98,43.61,47.25,47.25,47.25,36.34,47.25,47.25,90.86,116.3,119.9,130.8,150.5,211.2,228.2,173.7,316.4,534.8,567.7,591.7,608.9,670.2,567.5,588.7,524.3,479.2,375.0,491.7,492.0,504.2,611.8,667.7,628.9,685.5,746.9,783.8,751.0,810.9,780.1,739.5,740.1,762.7,745.0,766.0,751.0,807.7,788.2,821.0,812.4,818.2,673.1,555.1,546.0,504.5,752.3,973.8,877.1,883.2,922.9,848.2,789.2,882.3,878.8,878.8
