"source","scenario (PRIMAP)","provenance","area (ISO3)","entity","unit","category (IPCC2006)","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"Andrew_Cement","231016","measured","CZE","CO2","CO2 * kt / year","2.A.1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.6,391.5,353.1,278.6,293.1,312.3,343.5,444.4,0.0,91.15,69.56,98.36,105.5,115.1,0.0,0.0,300.1,458.7,538.1,566.9,614.4,681.9,725.7,762.1,839.6,948.2,1033.0,1209.0,1357.0,1555.0,1672.0,1770.0,1892.0,1713.0,1820.0,1894.0,2036.0,2151.0,2165.0,2251.0,2478.0,2630.0,2626.0,2704.0,2855.0,2922.0,2959.0,2982.0,3070.0,3043.0,3085.0,3053.0,2909.0,2904.0,2866.0,2745.0,2706.0,2674.0,2773.0,2708.0,2489.0,2309.0,2468.0,2195.0,2208.0,2005.0,2116.0,2083.0,2068.0,1963.0,1937.0,1629.0,1403.0,1485.0,1627.0,1625.0,1748.0,2043.0,1996.0,1566.0,1469.0,1665.0,1517.0,1332.0,1483.0,1558.0,1698.0,1728.0,1868.0,1977.0,1891.0,1958.0,1958.0
"Andrew_Cement","231016","measured","DEU","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3812.0,3562.0,2802.0,1897.0,1428.0,1944.0,3198.0,4354.0,5778.0,6229.0,7712.0,6898.0,5310.0,5608.0,3602.0,4485.0,0.0,0.0,1283.0,1519.0,3216.0,4779.0,6171.0,6960.0,7465.0,8951.0,9482.0,10590.0,11110.0,11180.0,11490.0,13530.0,14800.0,16020.0,16820.0,17140.0,19470.0,19880.0,20360.0,19210.0,20260.0,21000.0,22890.0,24240.0,25240.0,24320.0,21960.0,20850.0,21870.0,21080.0,21940.0,22410.0,20980.0,19470.0,18440.0,18450.0,17490.0,15990.0,16330.0,15800.0,16060.0,16720.0,15300.0,13740.0,14440.0,14530.0,15340.0,15560.0,14810.0,15270.0,15540.0,15770.0,15250.0,13500.0,12820.0,13510.0,14070.0,13050.0,13340.0,14450.0,13580.0,12560.0,12430.0,13390.0,13290.0,12500.0,12900.0,12630.0,12660.0,13410.0,13230.0,13290.0,13360.0,13640.0,12810.0
"Andrew_Cement","231016","measured","DJI","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,58.39,65.87,54.25,50.37,62.0,86.8,96.87,93.0,139.5,139.5
"Andrew_Cement","231016","measured","DMA","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Andrew_Cement","231016","measured","DNK","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",385.2,396.1,385.2,250.8,203.6,272.6,381.6,374.3,392.4,334.4,316.2,345.3,218.1,207.2,214.4,316.2,319.8,109.0,247.1,312.5,381.5,410.8,432.5,487.0,599.8,621.5,603.3,621.5,585.1,574.2,527.0,687.0,712.2,781.4,806.7,752.3,937.6,984.9,1036.0,1087.0,1127.0,1290.0,1287.0,1348.0,1413.0,1416.0,1218.0,1089.0,1143.0,1119.0,1269.0,1162.0,922.0,768.0,846.6,788.0,792.8,825.3,958.3,889.6,790.4,939.6,774.7,992.6,1129.0,1143.0,1168.0,1243.0,1313.0,1312.0,1390.0,1355.0,1385.0,1388.0,1416.0,1330.0,1459.0,1363.0,1395.0,1407.0,1155.0,764.4,672.2,861.8,871.1,867.1,887.3,931.5,1095.0,1194.0,1160.0,1129.0,1227.0,1215.0,1215.0
"Andrew_Cement","231016","measured","DOM","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7.269,21.81,25.44,36.34,50.88,69.05,65.03,79.95,116.3,123.6,138.1,134.5,94.49,83.59,115.9,119.9,112.7,149.0,105.1,138.1,152.6,159.9,192.4,243.5,294.4,334.4,287.1,298.0,290.6,320.5,418.0,418.0,424.9,480.3,445.0,441.1,508.3,520.5,455.8,478.2,483.3,656.7,698.5,457.5,532.4,587.7,546.5,548.0,623.2,703.3,785.0,805.4,974.2,1068.0,1162.0,1281.0,1212.0,1098.0,1141.0,1535.0,1644.0,1671.0,1523.0,1615.0,1562.0,1605.0,1650.0,1945.0,2009.0,2005.0,2037.0,2105.0,2188.0,2016.0,2520.0,2520.0
"Andrew_Cement","231016","measured","DZA","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",25.44,27.81,32.71,37.74,43.61,36.34,47.25,31.82,32.71,32.71,0.0,0.0,0.0,0.0,0.0,39.98,46.9,50.88,57.87,61.78,65.12,62.03,159.9,221.7,239.9,254.6,327.1,334.4,323.2,352.5,417.9,472.5,523.3,530.3,432.2,436.1,388.9,367.3,327.1,359.6,429.0,468.7,457.9,476.1,457.9,497.9,465.2,468.8,688.3,874.1,1321.0,1841.0,2022.0,2165.0,2126.0,2318.0,2661.0,2920.0,3083.0,3591.0,3415.0,3223.0,2989.0,2969.0,2998.0,2988.0,2821.0,3165.0,3006.0,3271.0,3446.0,3435.0,3789.0,3766.0,4058.0,4032.0,4897.0,5662.0,6540.0,7001.0,7583.0,8220.0,8252.0,8187.0,7697.0,7298.0,7668.0,8062.0,9105.0,10080.0,9746.0,10100.0,8958.0,9555.0,9555.0
"Andrew_Cement","231016","measured","ECU","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.269,0.0,0.0,0.0,7.294,7.269,7.269,10.9,14.54,18.12,18.17,18.17,14.58,18.17,25.44,29.07,39.98,43.61,43.61,47.25,72.69,76.32,76.32,79.95,76.32,98.13,109.0,105.4,127.2,141.7,159.9,185.3,192.6,214.4,225.6,163.5,181.6,239.9,239.9,287.3,294.4,299.8,305.4,403.6,529.2,667.4,589.8,753.9,669.8,814.0,915.4,934.0,989.1,1007.0,1024.0,1018.0,1040.0,1016.0,946.7,975.7,1179.0,1363.0,1304.0,1169.0,1033.0,1256.0,1297.0,1318.0,1348.0,1493.0,1570.0,1737.0,1834.0,2222.0,2110.0,2088.0,2239.0,2353.0,2612.0,2602.0,2311.0,2188.0,2244.0,2287.0,2188.0,1972.0,2129.0,2129.0
"Andrew_Cement","231016","measured","EGY","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",43.8,87.22,148.5,119.9,119.9,141.7,145.4,189.0,167.2,163.5,185.3,185.0,178.1,207.2,207.2,159.9,210.6,214.4,290.7,319.8,378.0,439.7,505.2,559.7,468.8,541.5,661.6,676.0,668.7,723.2,748.7,883.1,1010.0,1018.0,1105.0,1239.0,1247.0,1196.0,1207.0,1359.0,1555.0,1785.0,1820.0,1937.0,1890.0,1788.0,1614.0,1770.0,1658.0,1604.0,1474.0,1450.0,1483.0,1710.0,2076.0,2676.0,3157.0,2787.0,3681.0,4221.0,4715.0,6000.0,6767.0,7855.0,8100.0,7596.0,7615.0,8325.0,8780.0,9215.0,9787.0,10820.0,11170.0,11750.0,12720.0,11890.0,12690.0,14150.0,15570.0,17100.0,16190.0,19970.0,20510.0,20100.0,20970.0,20210.0,20760.0,21650.0,22820.0,21770.0,21000.0,19670.0,18130.0,20190.0,20600.0
"Andrew_Cement","231016","measured","ERI","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14.54,7.269,3.634,10.9,14.54,18.17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,"","",0.0,18.36,20.37,19.12,24.37,18.25,18.22,18.19,18.12,18.05,17.98,17.9,17.83,17.67,17.42,17.31,17.33,17.35,61.19,87.94,89.53,89.12,77.5,77.5,69.75,69.75,69.75,62.0,69.75,69.75
"Andrew_Cement","231016","measured","ESP","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",763.2,901.3,908.4,806.8,705.1,694.1,672.3,668.7,297.9,189.0,294.4,588.8,770.5,810.4,814.1,839.5,912.1,952.2,1061.0,1079.0,1152.0,1112.0,1247.0,1356.0,1465.0,1610.0,1883.0,2141.0,2337.0,2457.0,2631.0,2831.0,2835.0,3275.0,3605.0,3831.0,4201.0,4790.0,5967.0,6658.0,7392.0,8064.0,8253.0,8433.0,9562.0,10860.0,10740.0,11560.0,12020.0,13270.0,14250.0,13080.0,13040.0,13300.0,13600.0,14000.0,11550.0,10920.0,10780.0,10250.0,11250.0,12040.0,12280.0,11700.0,10440.0,9914.0,11500.0,12360.0,12110.0,12750.0,13810.0,14430.0,14730.0,15010.0,15530.0,16040.0,16290.0,16790.0,16740.0,16820.0,14390.0,11400.0,11200.0,9523.0,8754.0,7642.0,8897.0,9216.0,9414.0,9449.0,9667.0,9064.0,8192.0,8472.0,8072.0
"Andrew_Cement","231016","measured","EST","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5.53,6.84,8.85,9.473,9.985,7.831,10.22,12.97,17.0,15.85,16.55,16.56,16.88,16.9,"","","",5.277,9.964,14.1,19.42,23.56,30.99,36.61,41.7,47.26,56.31,66.75,73.9,86.01,99.27,115.8,136.0,152.2,171.7,183.0,195.1,217.7,240.9,255.6,264.3,271.5,288.4,308.2,325.1,346.2,369.3,397.0,404.8,414.7,415.0,402.7,409.8,420.4,412.4,430.9,441.3,447.0,464.9,475.7,486.0,492.2,483.0,479.0,315.4,228.1,330.1,347.9,361.5,396.1,403.5,361.0,373.7,379.8,356.3,335.3,364.8,372.9,413.7,596.7,602.7,257.0,310.4,416.1,407.4,399.1,421.9,205.6,185.2,306.8,297.8,295.5,20.12,0.0,28.99
"Andrew_Cement","231016","measured","ETH","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10.9,10.9,10.9,"","","","",3.634,3.634,3.489,3.634,3.634,3.634,14.74,14.54,14.54,10.9,14.54,10.9,14.54,14.54,21.81,18.01,21.81,46.98,50.88,72.69,87.22,83.77,90.86,105.4,94.49,61.78,58.15,72.69,71.86,35.52,42.13,45.11,51.43,60.98,66.94,76.03,107.7,109.6,117.8,150.8,170.5,156.0,139.6,118.9,122.8,143.0,189.3,248.9,280.7,305.4,304.2,258.3,355.8,362.4,361.0,451.4,523.6,621.6,679.6,629.4,705.4,650.1,632.0,796.3,1357.0,1749.0,2102.0,2906.0,3294.0,3526.0,3681.0,3720.0,3759.0,3681.0,3681.0
"Andrew_Cement","231016","measured","FIN","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",138.1,138.1,101.6,79.95,76.23,80.05,112.7,134.3,163.5,203.4,236.2,279.6,149.0,152.6,87.22,116.4,87.22,137.3,163.5,207.2,276.2,323.5,367.3,410.9,385.1,461.8,512.2,516.1,476.1,468.8,457.9,577.9,621.5,665.2,672.2,705.1,777.7,875.9,777.7,748.7,730.4,886.8,926.8,903.3,969.8,1018.0,1065.0,991.5,869.8,812.2,803.8,819.5,845.3,840.1,855.1,869.9,747.7,726.3,636.0,635.2,666.8,701.2,729.2,568.9,473.5,361.3,363.6,377.9,381.4,450.0,447.8,478.6,504.8,503.6,484.9,466.6,528.8,542.2,573.9,605.5,619.8,385.3,525.7,557.8,497.2,481.8,468.8,462.1,553.2,603.7,601.7,583.5,569.7,622.7,622.7
"Andrew_Cement","231016","measured","FJI","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.54,18.17,22.06,22.03,25.44,25.23,29.07,40.25,43.61,43.61,39.98,36.56,32.33,35.49,38.57,45.03,37.64,43.93,40.04,49.41,42.26,41.71,41.16,24.99,18.49,24.31,31.78,32.15,34.15,32.49,38.13,36.87,34.0,38.81,36.35,38.32,38.28,38.12,44.34,47.73,47.53,56.39,55.83,55.81,54.62,41.99,62.22,64.3,56.57,69.2,71.74,77.85,83.57,53.81,54.57,48.85,37.02,38.16,38.16
"Andrew_Cement","231016","measured","FRA","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2097.0,2860.0,2468.0,2424.0,2486.0,2301.0,2410.0,2177.0,2293.0,2104.0,0.0,0.0,0.0,1683.0,1236.0,1446.0,734.1,777.7,1047.0,1904.0,2660.0,3184.0,3562.0,4016.0,4274.0,4601.0,4815.0,5248.0,5655.0,6233.0,6629.0,6920.0,7007.0,7603.0,8344.0,8962.0,10640.0,11060.0,11520.0,12050.0,12550.0,13610.0,14340.0,14190.0,14540.0,14810.0,15470.0,14030.0,13820.0,13440.0,12950.0,13210.0,13220.0,12710.0,11670.0,10840.0,9958.0,10220.0,10110.0,10040.0,10680.0,11220.0,10940.0,10390.0,9343.0,8592.0,8775.0,8635.0,8436.0,8111.0,8686.0,8386.0,8561.0,8655.0,8643.0,8556.0,9065.0,9108.0,9307.0,9478.0,8880.0,7679.0,7888.0,8065.0,7502.0,7300.0,6975.0,6606.0,6639.0,6483.0,6701.0,6807.0,6197.0,6495.0,6495.0
"Andrew_Cement","231016","measured","FSM","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Andrew_Cement","231016","measured","GAB","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.9,92.36,7.026,41.64,51.43,67.72,80.37,52.89,91.41,106.4,92.3,59.69,55.81,48.95,47.62,47.96,47.48,53.94,51.41,62.74,75.26,81.23,79.49,72.89,84.9,96.65,103.1,103.9,103.5,103.0,102.1,88.51,88.47,96.28,85.99,86.44,76.47,66.17,69.75,77.5,131.7,143.4,189.9,209.2,197.6,197.6,197.6
"Andrew_Cement","231016","measured","GBR","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2173.0,2355.0,2526.0,2958.0,2137.0,2210.0,2609.0,2991.0,3311.0,3609.0,3903.0,"","",3587.0,3645.0,3500.0,2290.0,2035.0,3304.0,3496.0,4278.0,4630.0,4899.0,5135.0,5593.0,5633.0,6007.0,6287.0,6411.0,6007.0,5858.0,6320.0,6673.0,7105.0,7043.0,6949.0,8384.0,8384.0,8290.0,8686.0,8835.0,8610.0,8432.0,8749.0,8922.0,9884.0,8798.0,8356.0,7809.0,7650.0,7881.0,7992.0,7334.0,6305.0,6423.0,6639.0,6680.0,6612.0,6650.0,7096.0,8188.0,8358.0,7295.0,5994.0,5456.0,5525.0,6368.0,6285.0,6416.0,6710.0,6838.0,6531.0,6332.0,5844.0,5988.0,5868.0,5977.0,5941.0,5893.0,6117.0,5205.0,3721.0,3792.0,4097.0,3724.0,4029.0,4215.0,4393.0,4553.0,4410.0,4364.0,4448.0,3900.0,4215.0,4073.0
"Andrew_Cement","231016","measured","GEO","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4.587,5.674,7.34,7.857,8.282,6.496,8.473,10.76,14.1,13.15,13.73,13.73,14.0,14.02,"","","",4.377,8.265,11.7,16.11,19.54,25.7,30.36,34.59,39.2,46.7,55.37,61.3,71.34,82.34,96.01,112.8,126.2,142.5,151.8,161.8,180.6,199.8,212.0,219.2,225.2,239.2,253.1,264.4,278.9,294.6,313.7,313.2,314.1,307.7,292.3,291.1,292.3,280.6,287.0,287.5,285.0,290.0,290.2,290.0,287.2,275.6,259.3,203.3,121.8,40.56,40.52,34.4,36.79,80.77,137.6,140.2,134.4,138.6,137.2,168.2,177.4,175.7,173.2,171.9,332.1,327.1,568.1,583.1,619.0,620.5,671.3,690.3,785.4,756.0,1023.0,933.4,1024.0,1024.0
"Andrew_Cement","231016","measured","GHA","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.7,199.5,218.1,248.6,183.2,182.3,206.4,248.0,226.4,196.3,148.5,73.96,72.79,88.42,58.15,49.66,33.85,44.52,21.81,20.17,23.62,13.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,18.0,21.0,26.0,25.0,21.0,22.0,33.0,33.86,37.03,37.03
"Andrew_Cement","231016","measured","GIN","CO2","CO2 * kt / year","2.A.1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Andrew_Cement","231016","measured","GMB","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Andrew_Cement","231016","measured","GNB","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Andrew_Cement","231016","measured","GNQ","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Andrew_Cement","231016","measured","GRC","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",72.69,76.32,87.33,98.13,98.13,98.28,123.6,134.6,138.1,141.7,152.4,170.8,94.49,32.71,14.78,0.0,0.0,25.44,50.88,90.86,137.7,163.5,196.3,214.3,294.2,367.3,421.6,559.7,610.9,606.9,661.4,712.3,810.8,908.6,951.8,1134.0,1319.0,1588.0,1774.0,1704.0,2017.0,2391.0,2395.0,2717.0,3059.0,3140.0,3371.0,3784.0,4136.0,4968.0,5256.0,5594.0,5818.0,5894.0,5811.0,6366.0,6015.0,6032.0,5839.0,5718.0,5621.0,5356.0,5762.0,5716.0,5861.0,5875.0,5916.0,6356.0,6374.0,6408.0,6383.0,6366.0,6537.0,6566.0,6313.0,6368.0,6364.0,6791.0,6599.0,6407.0,6054.0,4582.0,4209.0,2430.0,3099.0,3639.0,3822.0,3467.0,3772.0,3685.0,3419.0,3360.0,2978.0,3167.0,3488.0
"Andrew_Cement","231016","measured","GRD","CO2","CO2 * kt / year","2.A.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Andrew_Cement","231016","measured","GRL","CO2","CO2 * kt / year","2.A.1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
